activeDuration,activityLevel,activityName,activityTypeId,averageHeartRate,calories,caloriesLink,duration,elevationGain,heartRateLink,heartRateZones,lastModified,logId,logType,manualValuesSpecified,originalDuration,originalStartTime,source,startTime,steps,tcxLink
1741000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",Walk,90013,111.0,252,https://api.fitbit.com/1/user/-/activities/calories/date/2017-04-24/2017-04-24/1min/time/15:37/16:06.json,1741000,10.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-04-24/2017-04-24/1sec/time/15:37:39/16:06:40.json,"[{'max': 99, 'min': 30, 'minutes': 5, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 20, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 2, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-04-24T20:34:05.000Z,7308628648,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1741000,2017-04-24T15:37:39.000-04:00,,2017-04-24T15:37:39.000-04:00,2621,https://api.fitbit.com/1/user/-/activities/7308628648.tcx
1740000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 23, 'name': 'very'}]",Walk,90013,105.0,246,https://api.fitbit.com/1/user/-/activities/calories/date/2017-04-24/2017-04-24/1min/time/18:30/18:59.json,1740000,10.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-04-24/2017-04-24/1sec/time/18:30:53/18:59:53.json,"[{'max': 99, 'min': 30, 'minutes': 2, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 27, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-04-25T01:58:58.000Z,7314078407,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1740000,2017-04-24T18:30:53.000-04:00,,2017-04-24T18:30:53.000-04:00,2949,https://api.fitbit.com/1/user/-/activities/7314078407.tcx
1229000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",Walk,90013,97.0,164,https://api.fitbit.com/1/user/-/activities/calories/date/2017-04-25/2017-04-25/1min/time/16:44/17:05.json,1229000,30.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-04-25/2017-04-25/1sec/time/16:44:39/17:05:08.json,"[{'max': 99, 'min': 30, 'minutes': 9, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 12, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-04-25T21:15:05.000Z,7331926257,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1229000,2017-04-25T16:44:39.000-04:00,,2017-04-25T16:44:39.000-04:00,1913,https://api.fitbit.com/1/user/-/activities/7331926257.tcx
1177000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",Walk,90013,114.0,180,https://api.fitbit.com/1/user/-/activities/calories/date/2017-04-25/2017-04-25/1min/time/19:19/19:38.json,1177000,0.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-04-25/2017-04-25/1sec/time/19:19:06/19:38:43.json,"[{'max': 99, 'min': 30, 'minutes': 1, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 15, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 3, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-04-25T23:40:59.000Z,7334123826,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1177000,2017-04-25T19:19:06.000-04:00,,2017-04-25T19:19:06.000-04:00,1834,https://api.fitbit.com/1/user/-/activities/7334123826.tcx
1127000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",Walk,90013,104.0,154,https://api.fitbit.com/1/user/-/activities/calories/date/2017-04-26/2017-04-26/1min/time/20:50/21:09.json,1127000,10.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-04-26/2017-04-26/1sec/time/20:50:50/21:09:37.json,"[{'max': 99, 'min': 30, 'minutes': 4, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 15, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-04-27T01:36:05.000Z,7353006139,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1127000,2017-04-26T20:50:50.000-04:00,,2017-04-26T20:50:50.000-04:00,1804,https://api.fitbit.com/1/user/-/activities/7353006139.tcx
1331000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",Walk,90013,106.0,191,https://api.fitbit.com/1/user/-/activities/calories/date/2017-04-28/2017-04-28/1min/time/17:04/17:26.json,1331000,150.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-04-28/2017-04-28/1sec/time/17:04:44/17:26:55.json,"[{'max': 99, 'min': 30, 'minutes': 3, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 19, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-04-28T21:55:35.000Z,7386970751,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1331000,2017-04-28T17:04:44.000-04:00,,2017-04-28T17:04:44.000-04:00,2130,https://api.fitbit.com/1/user/-/activities/7386970751.tcx
973000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",Aerobic Workout,3001,124.0,159,https://api.fitbit.com/1/user/-/activities/calories/date/2017-04-29/2017-04-29/1min/time/0:13/0:30.json,973000,,https://api.fitbit.com/1/user/-/activities/heart/date/2017-04-29/2017-04-29/1sec/time/00:13:57/00:30:10.json,"[{'max': 99, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 17, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-04-29T04:32:51.000Z,7391334564,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",973000,2017-04-29T00:13:57.000-04:00,,2017-04-29T00:13:57.000-04:00,1292,https://api.fitbit.com/1/user/-/activities/7391334564.tcx
3951000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 58, 'name': 'very'}]",Workout,3000,131.0,652,https://api.fitbit.com/1/user/-/activities/calories/date/2017-04-29/2017-04-29/1min/time/13:09/14:15.json,3951000,67.001312,https://api.fitbit.com/1/user/-/activities/heart/date/2017-04-29/2017-04-29/1sec/time/13:09:51/14:15:42.json,"[{'max': 99, 'min': 30, 'minutes': 1, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 43, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 22, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-04-29T18:30:02.000Z,7393907299,tracker,"{'calories': False, 'distance': False, 'steps': False}",3951000,2017-04-29T13:09:51.000-04:00,"{'id': '77441808', 'name': 'Charge 2', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2017-04-29T13:09:51.000-04:00,3242,https://api.fitbit.com/1/user/-/activities/7393907299.tcx
2560000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 5, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 29, 'name': 'very'}]",Walk,90013,112.0,350,https://api.fitbit.com/1/user/-/activities/calories/date/2017-04-29/2017-04-29/1min/time/15:15/15:57.json,2560000,180.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-04-29/2017-04-29/1sec/time/15:15:05/15:57:45.json,"[{'max': 99, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 42, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-04-29T20:03:43.000Z,7402430994,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",2560000,2017-04-29T15:15:05.000-04:00,,2017-04-29T15:15:05.000-04:00,3689,https://api.fitbit.com/1/user/-/activities/7402430994.tcx
921000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",Walk,90013,108.0,129,https://api.fitbit.com/1/user/-/activities/calories/date/2017-04-29/2017-04-29/1min/time/20:32/20:47.json,921000,30.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-04-29/2017-04-29/1sec/time/20:32:32/20:47:53.json,"[{'max': 99, 'min': 30, 'minutes': 1, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 14, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-04-30T01:02:07.000Z,7406274381,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",921000,2017-04-29T20:32:32.000-04:00,,2017-04-29T20:32:32.000-04:00,1588,https://api.fitbit.com/1/user/-/activities/7406274381.tcx
