activeDuration,activityLevel,activityName,activityTypeId,averageHeartRate,calories,caloriesLink,duration,elevationGain,heartRateLink,heartRateZones,lastModified,logId,logType,manualValuesSpecified,originalDuration,originalStartTime,source,startTime,steps,tcxLink
973000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",Walk,90013,116.0,144,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-22/2018-02-22/1min/time/8:50/9:06.json,973000,50.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-22/2018-02-22/1sec/time/08:50:30/09:06:43.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 16, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-22T14:22:52.000Z,12554291310,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",973000,2018-02-22,,2018-02-22T08:50:30.000-05:00,1694,https://api.fitbit.com/1/user/-/activities/12554291310.tcx
921000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 4, 'name': 'very'}]",Walk,90013,107.0,114,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-22/2018-02-22/1min/time/12:17/12:33.json,921000,20.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-22/2018-02-22/1sec/time/12:17:52/12:33:13.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 15, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-22T17:43:06.000Z,12557182976,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",921000,2018-02-22,,2018-02-22T12:17:52.000-05:00,1168,https://api.fitbit.com/1/user/-/activities/12557182976.tcx
3328000,"[{'minutes': 8, 'name': 'sedentary'}, {'minutes': 7, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 30, 'name': 'very'}]",Walk,90013,101.0,386,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-22/2018-02-22/1min/time/18:45/19:40.json,3328000,80.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-22/2018-02-22/1sec/time/18:45:17/19:40:45.json,"[{'max': 98, 'min': 30, 'minutes': 13, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 42, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-23T00:58:18.000Z,12566915319,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",3328000,2018-02-22,,2018-02-22T18:45:17.000-05:00,4308,https://api.fitbit.com/1/user/-/activities/12566915319.tcx
1535000,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 10, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",Walk,90013,103.0,180,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-24/2018-02-24/1min/time/11:44/12:10.json,1535000,30.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-24/2018-02-24/1sec/time/11:44:37/12:10:12.json,"[{'max': 98, 'min': 30, 'minutes': 9, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 16, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-24T17:20:09.000Z,12594599706,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1535000,2018-02-24,,2018-02-24T11:44:37.000-05:00,1941,https://api.fitbit.com/1/user/-/activities/12594599706.tcx
1176000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",Walk,90013,116.0,164,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-24/2018-02-24/1min/time/18:26/18:46.json,1176000,50.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-24/2018-02-24/1sec/time/18:26:32/18:46:08.json,"[{'max': 98, 'min': 30, 'minutes': 1, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 19, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-24T23:59:35.000Z,12600644534,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1176000,2018-02-24,,2018-02-24T18:26:32.000-05:00,1412,https://api.fitbit.com/1/user/-/activities/12600644534.tcx
1331000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",Walk,90013,104.0,182,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-24/2018-02-24/1min/time/22:21/22:43.json,1331000,70.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-24/2018-02-24/1sec/time/22:21:12/22:43:23.json,"[{'max': 98, 'min': 30, 'minutes': 4, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 18, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-25T03:50:50.000Z,12602890216,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1331000,2018-02-25,,2018-02-24T22:21:12.000-05:00,2223,https://api.fitbit.com/1/user/-/activities/12602890216.tcx
1896000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 6, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",Walk,90013,113.0,240,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-25/2018-02-25/1min/time/11:27/11:58.json,1896000,110.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-25/2018-02-25/1sec/time/11:27:06/11:58:42.json,"[{'max': 98, 'min': 30, 'minutes': 3, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 28, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-25T17:10:25.000Z,12610494559,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1896000,2018-02-25,,2018-02-25T11:27:06.000-05:00,2425,https://api.fitbit.com/1/user/-/activities/12610494559.tcx
1382000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",Walk,90013,108.0,167,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-25/2018-02-25/1min/time/19:55/20:18.json,1382000,60.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-25/2018-02-25/1sec/time/19:55:43/20:18:45.json,"[{'max': 98, 'min': 30, 'minutes': 2, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 21, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-26T01:56:23.000Z,12616912527,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1382000,2018-02-26,,2018-02-25T19:55:43.000-05:00,1722,https://api.fitbit.com/1/user/-/activities/12616912527.tcx
972000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",Walk,90013,106.0,130,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-26/2018-02-26/1min/time/7:56/8:12.json,972000,20.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-26/2018-02-26/1sec/time/07:56:47/08:12:59.json,"[{'max': 98, 'min': 30, 'minutes': 3, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 13, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-26T13:17:10.000Z,12623361196,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",972000,2018-02-26,,2018-02-26T07:56:47.000-05:00,1595,https://api.fitbit.com/1/user/-/activities/12623361196.tcx
4209000,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 27, 'name': 'fairly'}, {'minutes': 36, 'name': 'very'}]",Workout,3000,120.0,508,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-26/2018-02-26/1min/time/8:22/9:32.json,4211000,106.000656,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-26/2018-02-26/1sec/time/08:22:00/09:32:11.json,"[{'max': 98, 'min': 30, 'minutes': 5, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 65, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 1, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-26T14:33:00.000Z,12621408619,tracker,"{'calories': False, 'distance': False, 'steps': False}",4211000,2018-02-26,"{'id': '80357337', 'name': 'Charge 2', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2018-02-26T08:22:00.000-05:00,1540,https://api.fitbit.com/1/user/-/activities/12621408619.tcx
